Account CSN,Account Name,Tier Global Helix,Partner Flag,Partner Incentive Type
2095455,City of Coral Springs,Tier 3c,0,
3255918,Provident Bank of Maryland,Tier 1,0,
541493,City of Corpus Christi,Tier 4,0,
2145156,Provident International Holdings Ltd,Tier 3a,0,
505897,City of Dallas,Tier 3c,0,
2141332,Provident Mexico S.a. de C.v.,Tier 3a,0,
2165302,City of Danville,Tier 3c,0,
2030038,Provident Polska,Tier 3d,0,
536792,City of Edmonton,Tier 3a,0,
3256643,Providentia,Tier 2c,0,
578185,City of El Paso,Tier 4,0,
554060,Providian Financial Corporation,Tier 1,0,
2153677,City of Fargo,Tier 3c,0,
2064791,Province of New Brunswick,Tier 3a,0,
541497,City of Fort Worth,Tier 3c,0,
2149488,Province of New Brunswick dba Department of Natural Resources,Tier 3a,0,
578193,City of Fresno Unified School District,Tier 5,0,
2064788,Province of New Brunswick dba Department of Public Safety,Tier 3a,0,
2062666,City of Garland,Tier 5,0,
554043,Provincia Autonoma di Bolzano,Tier 5,0,
577983,City of Glendale,Tier 3c,0,
793612,Provincia di Sondrio,Tier 5,0,
2164499,City of Greenville,Tier 5,0,
3253807,Provincial Administration of the Western Cape,Tier 3d,0,
577988,City of Hamilton,Tier 5,0,
593190,Provincie Antwerpen,Tier 5,0,
2062668,City of Henderson,Tier 5,0,
559071,Provincie Drenthe,Tier 5,0,
541502,City of Houston,Tier 3c,0,
2160387,Provincie FryslÃ¢n,Tier 5,0,
2061372,City of Houston Public Works,Tier 3c,0,
729483,Provincie Groningen,Tier 5,0,
578196,City of Huntsville,Tier 5,0,
630373,Provincie Limburg Commandiet BV,Tier 5,0,
577995,City of Irving,Tier 4,0,
3258797,Provincie Noord Holland,Tier 5,0,
557237,City of Jacksonville,Tier 3c,0,
2135688,Provincie Oost-Vlaanderen,Tier 5,0,
3264110,City of Johannesburg,Tier 3d,0,
729488,Provincie Utrecht,Tier 5,0,
2167121,City of Joondalup,Tier 5,0,
537409,Provinzial Versicherungen,Tier 4,0,
2062671,City of Kawartha Lakes,Tier 5,0,
606487,"Provision Information Co., Limited",Tier 5,0,
2000477,City of Kingston,Tier 5,0,
555525,Proxima Technology Ltd,Tier 5,0,
557508,City of Kingston upon Hull,Tier 5,0,
2060731,Proyecto Belcorp - Uniysis Del Peru,Tier 5,0,
3264328,City of Kuusamo,Tier 5,0,
600908,Prudential Assurance Co Ltd,Tier 2a,0,
3265084,City of Lappeenranta,Tier 5,0,
537331,Prudential Assurance Company Ltd,Tier 2b,0,
505900,City of Lincoln,Tier 3c,0,
610348,Prudential Assurance Malaysia Berhad,Tier 5,0,
541513,City of Little Rock,Tier 5,0,
580187,Prudential Banking,Tier 2a,0,
508603,City of Long Beach,Tier 3b,0,
600918,Prudential Corporation plc,Tier 2a,0,
2062674,City of Lynchburg,Tier 5,0,
609302,Prudential Financial,Tier 2b,0,
2062675,City of Lynchburg Info Tech,Tier 5,0,
606016,Prudential Financial Incorporated,Tier 2b,0,
527158,City of Mesa,Tier 4,0,
602232,Prudential Holborn Ltd,Tier 2a,0,
3259852,City of Miami Beach,Tier 3c,0,
594244,"Prudential Index Trading Co., Limited",Tier 2a,0,
578219,City of Minneapolis,Tier 3c,0,
537372,The Prudential Insurance Company of America,Tier 2b,0,
578014,City of Mississauga,Tier 5,0,
2036417,Prudential Property Investment,Tier 2a,0,
2062639,City of Nanaimo,Tier 5,0,
2134910,Prudential Seguros S.A.,Tier 2b,0,
2167496,City of National City,Tier 5,0,
3254675,Prudential Service Company,Tier 2b,0,
2062640,City of New York (aka DOITT),Tier 3c,0,Reseller
2068297,Prudential Services,Tier 5,0,
576799,City of New York Administration for Childrens Services,Tier 3c,0,
2168618,Prudential Services Asia Sdn. Bhd.,Tier 2a,0,
521604,City of New York Dept of Information Technology & Telecommunications (OLD),Tier 3c,0,
2167888,Prudential Services Singapore Pte. Ltd.,Tier 2a,0,
578025,New York City Employees' Retirement System,Tier 3c,0,
2097680,Prudential plc,Tier 2a,0,
2075895,City of New York Office of the Comptroller,Tier 3c,0,
609433,Prudential plc,Tier 2a,0,
544818,City of New York Sanitation Department,Tier 3c,0,
634472,Pruitt Corporation,Tier 5,0,
2062641,City of Newark,Tier 4,0,
2163783,PT Bakrie Telecom Tbk,Tier 5,0,
2062643,City of Newark /OMB,Tier 4,0,
2134426,PT Indonesia Comnets Plus,Tier 5,0,
505904,City of Norfolk,Tier 4,0,
2126140,PT Mitra Adiperkasa Tbk (MAP),Tier 5,0,
627063,City of Oakland,Tier 3c,0,
2166080,Pt Mobile-8 Telecom Tbk,Tier 5,0,
578231,City of Oklahoma City,Tier 4,0,
537304,Public Archives Canada,Tier 1,0,
578054,City of Ottawa,Tier 3b,0,
2150446,Public Authority for Agriculture Affairs & Fish Resources,Tier 5,0,
3265087,City of Oulu,Tier 5,0,
537306,Public Bank Berhad,Tier 5,0,
2117596,City of Palm Coast,Tier 3c,0,
3252852,Public Broadcasting Services,Tier 5,0,
2095381,City of Peoria,Tier 3c,0,
2102924,Public Company Accounting Oversight Board,Tier 5,0,
546674,City of Philadelphia,Tier 3c,0,
2096865,Public Consulting Group LLC,Tier 4,0,
3255661,City of Phoenix,Tier 3c,0,
2169006,Public Investment Corporation,Tier 3d,0,
2062606,City of Phoenix Aviation Dept. Cis,Tier 3c,0,
2129048,Public Power Corporation S.A.,Tier 3d,0,
2164539,City of Port Moody,Tier 5,0,
548290,Public Power Corporation S.A.,Tier 3d,0,
2153174,City of Port Phillip,Tier 5,0,
2138041,Public Prosecution Service,Tier 2b,0,
578061,City of Raleigh,Tier 4,0,
2150151,Public Prosecution Service Northern Ireland,Tier 2b,0,
559285,City of Regina,Tier 4,0,
2169429,Public Safety Canada,Tier 1,0,
2062609,City of Richmond - VA,Tier 4,0,
2129763,Public Safety and Emergency Preparedness Canada,Tier 1,0,
2062612,City of Riverside,Tier 3c,0,
2129518,Public Sector Pension Investment Board,Tier 5,0,
508635,City of Sacramento,Tier 4,0,
2168326,Public Sector Reform,Tier 3d,0,
527170,City of San Antonio,Tier 3c,0,
2161882,Public Sector Technologies LLC,Tier 5,0,
2062615,City of San Diego Metropolitan,Tier 3c,0,
537307,Public Service Commission of Canada,Tier 1,0,
541724,San Diego Unified School District,Tier 3c,0,
514327,Public Service Company Of New Mexico,Tier 3c,0,
555023,City of San Jose,Tier 3b,0,
580238,Public Service Company of New Hampshire,Tier 4,0,
2106312,City of San Jose dba San Jose Airport,Tier 3c,0,
525498,Public Service Electric & Gas Company,Tier 2b,0,
3256562,City of Santa Clara,Tier 3c,0,
545480,Public Service Entp Group Incorporated,Tier 2b,0,
2062617,City of Seattle,Tier 3c,0,
594290,Public Storage Incorporated,Tier 2b,0,
562773,City of Shreveport,Tier 4,0,
2158996,Public Transport Authority,Tier 5,0,
578080,City of St Louis Data Center,Tier 3c,0,
548101,Public Utility District 1 of Snohomish County,Tier 5,0,
2002707,City of Stirling,Tier 5,0,
553335,Public Works and Government Services Canada,Tier 1,0,
2062575,City of Surrey,Tier 4,0,
2148582,"Publicaciones Heres, S.A.",Tier 5,0,
527178,City of Tampa,Tier 4,0,
2111013,Publicis B.V.,Tier 3b,0,
3252836,City of Tempe,Tier 4,0,
2064801,Publicis Groupe SA,Tier 3b,0,
578092,City of Thunder Bay,Tier 5,0,
2000159,Publishers Clearing House,Tier 5,0,
536850,City of Toronto,Tier 3b,0,
610351,Publishing and Broadcasting Limited,Tier 4,0,
2062581,City of Tucson,Tier 4,0,
2113262,Publitalia 80 Concessionaria PubblicitÃ  S.p.A.,Tier 3b,0,
578273,City of Tucson Police Department,Tier 3c,0,
525531,Publix Supermarkets Incorporated,Tier 2b,0,
2037978,City of Tulsa,Tier 4,0,
562840,Puerto Rico Treasury Department,Tier 5,0,
541528,City of Vancouver,Tier 3b,0,
548281,Puget Sound Energy,Tier 4,0,
2062587,City of Vaughan,Tier 5,0,
3250353,Puget Sound Naval Shipyard,Tier 3c,0,
2163514,City of Warrensburg,Tier 5,0,
2166439,Pulse Network LLC,Tier 2b,0,
578283,City of Wichita,Tier 3c,0,
2030961,Pulsen Integration,Tier 5,0,
2005149,City of Windsor Police Department,Tier 5,0,
2103631,Pulsen AB,Tier 5,0,
3259299,The City of Winnipeg,Tier 4,0,
594691,Pulsen data produktion,Tier 5,0,
609622,City of York Council,Tier 5,0,
580264,Pulte Corporation,Tier 2b,0,
2144008,CityIS Ltd,Tier 5,0,
2166915,Puma North America,Tier 4,0,
564162,Civil Aviation Authority of Singapore,Tier 3b,0,
2168515,Punkt SE (Stiftelsen fÃ¶r internetinfrastruktur),Tier 5,0,
2072828,Civil Aviation Cares of Xiamen Ltd.,Tier 5,0,
2167715,"Punt Roma, S.L.",Tier 5,0,
2164617,Civil Aviation Safety Authority,Tier 5,0,
2159886,Puolustusvoimien JohtamisjÃ¤rjestelmÃ¤keskus,Tier 3a,0,
788294,"Civil Service Commission, Government of Korea",Tier 5,0,
587670,Puolustusvoimien JohtamisjÃ¤rjestelmÃ¤keskus,Tier 3a,0,
2152689,Ciz Amsterdam,Tier 5,0,
793134,Puolustusvoimien Materiaalilaitoksen Esikunta,Tier 3a,0,
2152621,Ciz Hoofdkantoor Driebergen,Tier 5,0,
621403,Purdue Pharma LP,Tier 5,0,
594607,Claires Stores Incorporated,Tier 5,0,
558277,Purdue University,Tier 5,0,
2001952,Clal Insurance Company,Tier 2b,0,
504606,Purina Mills Incorporated,Tier 2b,0,
610805,Clalit Health Services,Tier 3a,0,
594291,Purity Wholesale Grocers Incorporated,Tier 5,0,
554663,Clarian Health Partners Incorporated,Tier 4,0,
537317,Busan Bank,Tier 5,0,
2107124,Clariant Corporation,Tier 4,0,
525588,Putnam Berkley Group Incorporated,Tier 3b,0,
3259659,Clariant International Ltd,Tier 4,0,
545507,Putnam Companies Incorporated,Tier 2b,0,
2005041,Coca-Cola ErfrischungsgetrÃ¤nke AG,Tier 3b,0,
525595,Putnam Fiduciary Trust Company,Tier 2b,0,
669504,Clarica Life Insurance  Company,Tier 2b,0,
591216,Putnam Investments LLC,Tier 2b,0,
606149,Clarima S.p.A.,Tier 2a,0,
2084294,Putnam Investor Services Incorporated,Tier 2b,0,
604982,Clarin - AGEA,Tier 4,0,
3258906,PwC Global Technology Solutions,GOSI,0,
2167827,Clarin Global S.a.,Tier 4,0,
2125979,Pyramid Breweries Incorporated,Tier 5,0,
578310,Clark Construction Group Incorporated,Tier 5,0,
2165360,Pzena Investment Management LLC,Tier 5,0,
551220,Clark County,Tier 3c,0,
610342,PÃ¶ttinger Alois Maschinenfabrik GmbH,Tier 5,0,
541531,Clark County Information Systems,Tier 3c,0,
2155251,Q & I Nederland B.V.,Tier 5,0,
512392,Clark County Nevada,Tier 3c,0,
602237,Q Associates Ltd,Tier 5,0,
2134990,Clark County Water Reclamation District CCWRD,Tier 3c,0,
727504,Q-FREE ASA,Tier 5,0,
2158182,Clark Pest Control of Stockton Incorporated,Tier 5,0,
2140276,Q-MED AB,Tier 4,0,
2062547,Clark Public Utilities,Tier 5,0,
2114500,Q1 Labs Incorporated,Tier 2b,0,
559172,Clarks Companies of NA,Tier 5,0,
530639,Q4 Systems Pty Limited,Tier 5,0,
591012,Clarks International,Tier 5,0,
615833,QA IT Services Limited,Tier 5,0,
2146201,Claro Chile S.a.,Tier 1,0,VAR Sell To
608249,QBE Insurance Group Limited,Tier 2b,0,
596810,Classified Ventures LLC,Tier 4,0,
2164647,QBE Management Services Pty Ltd,Tier 2b,0,
2146787,Clay County,Tier 3c,0,
597829,QBE Mercantile Mutual Limited,Tier 2b,0,
578329,Clay Electric Cooperative Incorporated,Tier 5,0,
2146454,QBS Software Ltd,Tier 5,0,
2117779,Clayton County Board of Education,Tier 5,0,
575524,QED Systems Incorporated,Tier 5,0,
2008104,Clayton Group Services Incorporated,Tier 5,0,
3250542,QLogic Corporation,Tier 5,0,
594608,Clayton Homes Incorporated,Tier 5,0,
788625,Computershare Limited,Tier 4,0,
578331,Clean Harbors,Tier 4,0,
3260047,QMX Support Services Incorporated,Tier 5,0,Reseller
3260002,Cleanup Co Ltd,Tier 3d,0,
2401179,Aurizon Operations Limited,Tier 4,0,
578332,Clear Channel Communications Incorporated,Tier 3b,0,
2086715,QSC AG,Tier 5,0,
2156164,"Clear Channel EspaÃ±a, S.L.U.",Tier 3b,0,
3254042,QSC AG,Tier 5,0,
2122764,Clear Channel Management Services LP,Tier 3b,0,
2145097,QTC Management Incorporated,Tier 5,0,
2011234,Clear Channel UK Ltd,Tier 3b,0,
790936,QUEBEC COMPUTING,Tier 2a,0,
2108490,Clear Winds Technologies Incorporated,Tier 5,0,
603777,QUINT WELLINGTON REDWOOD GROUP BV,Tier 5,0,
2166422,ClearPriority S.a.,Tier 5,0,
2006377,QVC,Tier 2b,0,
609615,Clearstream International,Tier 3a,0,
2074843,QVC Britain,Tier 2b,0,
2114162,Clear Wireless LLC,Tier 2c,0,
607384,QVC Deutschland GmbH,Tier 2b,0,
578334,"Cleary, Gottlieb, Steen & Hamilton LLP",Tier 5,0,
614758,QVC E-Distribution Inc. & Co. KG,Tier 2b,0,
653276,Clemenger Communications Limited,Tier 3b,0,
615200,QVC E-Distribution Inc. & Co. KG,Tier 2b,0,
2007902,Clemessy,Tier 2b,0,
504615,"QVC, Inc.",Tier 2b,0,
541541,Clemson University,Tier 5,0,
627346,QWS Ltd,Tier 5,0,
2160234,Clerity Solutions Incorporated,Tier 5,0,
602239,QXL,Tier 5,0,
2158079,Clerk & Comptroller Palm Beach County,Tier 5,0,
530644,Qantas Airways Limited,Tier 2b,0,
527181,Cleveland-Cliffs Inc.,Tier 2b,0,
604771,Qatar Chemicals Company Limited,Tier 2b,0,
2020203,Cleveland Clinic Health System Eatern Region dba Hillcrest Hospital,Tier 3b,0,
2038087,Qatar Fertiliser Company,Tier 2b,0,
2139677,Cleveland Clinic Health System Western Region,Tier 3b,0,
2160359,Qatar Fuel Company Q.S.C. WOQOD,Tier 2b,0,
578339,Cleveland Electric Illuminating Company,Tier 2b,0,
2038085,Qatar General Petroleum Corporation,Tier 2b,0,
548477,Cleveland State University,Tier 5,0,
2091451,Qatar Liquefied Gas Company Ltd,Tier 2b,0,
501938,Client Network Services Incorporated,Tier 2c,0,
615292,Qatar National Bank,Tier 2b,0,
2071846,Client Solutions Ltd,Tier 4,1,Reseller
2165375,Qatar Olympic Committee,Tier 5,0,
3263068,Clifford Chance LLP,Tier 4,0,
626489,Qatar Petrochemicals Co (QAPCO),Tier 2b,0,
3265258,Clifford Chance LLP,Tier 4,0,
2075714,Qatar Telecom (Qtel),Tier 2b,0,
2029366,Clifford Thames Ltd,Tier 5,0,
3264505,Qatar Telecom (Qtel),Tier 2b,0,
2105277,Clifton Gunderson LLP,Tier 5,0,
2152704,Qatar University,Tier 5,0,
2162957,Clinassure Incorporated,Tier 5,0,
2138160,Qatar Vinyl Company Ltd,Tier 5,0,
610617,Clinica Alemana,Tier 5,0,
2104463,Qiagen GmbH,Tier 5,0,
2164654,Clinical Solutions Ltd,Tier 5,0,
2004814,QinetiQ Group plc,Tier 5,0,
2148096,Clinique Saint-Pierre Ottignies,Tier 5,0,
617941,QinetiQ Group plc,Tier 5,0,
2144653,Clinton Memorial Hospital,Tier 5,0,
2138876,"Qinghai Mobile Communications Co.,Ltd.",Tier 5,0,
577870,Clion Company Limited,Tier 3d,0,
2115738,Qinghai Telecom Co. Ltd.,Tier 5,0,VAR Sell To
2113937,Clorox Argentina SA,Tier 4,0,
2072480,Qioptiq Ltd,Tier 3b,0,
2169614,Clorox Company,Tier 2b,0,
2139901,Qliktech UK Ltd,Tier 5,0,
508647,Clorox Services Company,Tier 2b,0,
2104318,QoS Networking,Tier 5,0,
2164976,Close Fund Services South Africa (Pty) Ltd,Tier 3d,0,
2155183,Qpay Incorporated,Tier 5,0,
612507,Close Premium Finance Ltd,Tier 2a,0,
2145891,Qsource Networks LLC,Tier 5,0,
2137783,Clover S.A.,Tier 3d,0,
2156623,Qtelmedia (M) Sdn. Bhd.,Tier 5,0,
2062513,Clubcorp Systems,Tier 3b,0,
554430,Quad/Graphics,Tier 3b,0,
3254453,Cmagnani Servicos e Comercio de Informatica Ltd,Tier 5,0,
2103394,Quadnet Ltd,Tier 5,0,
555828,Cnet,Tier 5,0,
2096699,Quadrant Plastic Composites AG,Tier 5,0,
2168276,Co-Operative Financial Services,Tier 4,0,
2128836,Quadrax S.A. de C.V.,Tier 5,1,Reseller; VAR Sell To
2097945,Co-Operative Group (CWS) Ltd,Tier 3b,0,
593131,Quadrifoglio S.r.l.,Tier 5,0,
541549,Co-Operative Insurance Society Ltd,Tier 3b,0,
2092567,Quadrovision B.V.,Tier 5,0,
578394,Co-operators Group Limited,Tier 3b,0,
2147777,Quaero Incorporated,Tier 5,0,
553174,CoBank ACB,Tier 4,0,
2104790,Quaker Chemical Corporation,Tier 5,0,
2062524,Coach Incorporated,Tier 2b,0,
575521,Quaker State Corporation,Tier 2b,0,
2062525,Coach Leather,Tier 2b,0,
2155026,QualChoice of Arkansas Incorporated,Tier 5,0,
636472,Coach Stores Incorporated,Tier 2b,0,
527121,Qualcomm Incorporated,Tier 2b,1,
527221,Coal Services Corporation,Tier 2b,0,
778783,Qualcomm Israel Ltd,Tier 2b,0,
2164399,Coalescent Technologies Corporation,Tier 5,0,
575491,Qualex Incorporated,Tier 4,0,
2059772,Coasin Chile S.A,Tier 5,0,
783777,QUALICA Inc.,Tier 3d,0,
2059774,Coasin de Costa Rica S.A.,Tier 5,0,
610075,Qualidus AB,Tier 5,0,
628947,Coast Mountain Bus Company Ltd,Tier 5,0,
2008910,Qualitas Sistemas de InformaciÃ³n,Tier 5,0,
2129796,Coastal Federal Bank,Tier 5,0,
590426,Quality Distribution,Tier 2b,0,
3262332,Coats North America,Tier 5,0,
527126,Quality Food Centers Incorporated,Tier 2b,0,
2008338,Coba Plastics Ltd,Tier 5,0,
2145639,Quality HealthCare Medical Services Ltd,Tier 5,0,
2062483,Cobb County,Tier 5,0,
3256200,Quality Partners,Tier 5,0,
594609,Cobb County School District,Tier 5,0,
604669,"Quality Software Factory, Incorporated",Tier 5,0,
578410,Cobb EMC,Tier 5,0,
2160039,Quality Standards Information Technology,Tier 5,0,
2150806,Cobham Flight Opertions & Services (Australia),Tier 3b,0,
2145089,Quality Technology Services Holding LLC,Tier 2c,0,
2073002,Cobra Tech Incorporated,Tier 5,0,
2135579,Quality Technology Services LLC,Tier 5,0,
2170035,Cobweb Solutions Ltd,Tier 5,0,
2148193,Quam (H.K.) Limited,Tier 5,0,
3258423,Coca Cola Enterprises Incorporated,Tier 3b,0,
2073582,Quam Futures Ltd,Tier 5,0,
541555,Coca Cola Enterprises Incorporated,Tier 3b,0,
2104256,Quam Securities Co. Ltd.,Tier 1,0,
602543,Coca Cola Holdings Ltd,Tier 3b,0,
2109212,Quanta Computer Inc.,Tier 5,0,
2121468,Coca Cola Israel,Tier 3b,0,
595680,Quanta Services Management Partnership LP,Tier 2b,0,
617447,Coca Cola de Argentina S.A.,Tier 3b,0,
2142018,Quantitative Risk Management Incorporated,Tier 5,0,
2137512,Coca-Cola Amatil (Aust) Pty Ltd,Tier 3b,0,
2153390,Quantum ICT,Tier 5,0,
559714,Coca-Cola Bottling Company,Tier 4,0,
2148513,Quarriers,Tier 5,0,
587800,Coca-Cola Bottling Company Consolidated,Tier 4,0,
2163484,Quattlebaum Grooms Tull& Burrow LLC,Tier 5,0,
613183,Coca-Cola GmbH,Tier 3b,0,
2076492,Qube Holdings (Pty) Ltd,Tier 3d,0,
2126323,Coca-Cola HBC Italia S.r.l.,Tier 3b,0,
786679,Quebecor,Tier 2c,0,
578439,Coconino County,Tier 3c,0,
2107161,Queens Borough Public Library,Tier 4,0,
595337,Codan Forsikring A/S,Tier 3b,0,
604610,Queensland Department of Primary Industries,Tier 2b,0,
2059776,Code Distribuidora de Entretenimento Ltd.,Tier 5,0,
604612,Queensland Department of Public Works and Housing,Tier 5,0,
535570,CorporaciÃ³n Nacional del Cobre de Chile,Tier 2b,0,
604615,Queensland Department of Transport,Tier 5,0,
3256204,Codensa SA,Tier 1,0,
2146564,Queensland Treasury,Tier 5,0,
2133295,"Codere, S.A.",Tier 4,0,
2235280,QIC Limited,Tier 5,0,
588229,COELBA,Tier 1,0,
608255,Queensland Police Service,Tier 2b,0,
535572,Coface,Tier 2b,0,
575472,Quepasa.com Incorporated,Tier 5,0,
2159498,Cofathec,Tier 5,0,
2010891,Quercia Software S.p.A.,Tier 2a,0,
2160168,Cofidis SA,Tier 5,0,
787459,Quest Communication Incorporated,Tier 2c,0,
781478,Cofunds Limited,Tier 2b,0,
547694,Quest Diagnostics Incorporated,Tier 2b,0,
781479,Cofunds Limited,Tier 2b,0,
575443,Quest Software Incorporated,Tier 5,0,
621270,Cogeco Cable Systems Incorporated,Tier 4,0,
621662,Quest Software Incorporated,Tier 5,0,
3257804,Cogent Communications Incorporated,Tier 2b,0,
575444,Questar Gas Company,Tier 2b,0,
600960,Cognis Corporation,Tier 4,0,
3260217,Questeq Incorporated,Tier 2b,0,
2066389,Cognis Deutschland GmbH & Co.KG,Tier 4,0,
575428,Quick Chek Food Stores,Tier 5,0,
2075161,Cognizant Technology Solutions Corporation,GOSI,0,Reseller
635427,Quicken Loans Incorporated,Tier 3b,0,
586496,Cognizant Technology Solutions Corporation,GOSI,0,
3259794,Quid Informatica Srl,Tier 5,0,
2155290,Cognizant Technology Solutions Norway AS,GOSI,0,
2169870,QuikTrip Corporation,Tier 4,0,
2171669,Cogsdale Holdings LTD,Tier 5,0,
2064828,Quiksilver Incorporated,Tier 5,0,
2119318,Cohen & Steers Capital Management Incorporation,Tier 5,0,
557800,Quille,Tier 2b,0,
578452,Coherent,Tier 3b,0,
2123086,Quinn Financial Services,Tier 5,0,
578458,Coldwater Creek Incorporated,Tier 5,0,
3261077,Quinsa,Tier 5,0,
541568,Cole National Corporation,Tier 3b,0,
2161025,Quintica SA (PTY) Ltd,Tier 3d,1,Reseller
2374009,MB Financial Bank NA,Tier 4,0,
720498,Quintiles Ltd,Tier 3a,0,
604408,Cole-Parmer Instrument Company,Tier 2b,0,
2132658,Quintiq Holding B.V.,Tier 5,0,
2163795,Coleman Technologies Incorporated,Tier 5,0,
